,date,away_team,away_score,home_team,home_score,year,month,day
26797,2014-12-13,Houston Washington,33.0,Austin Bowie,56.0,2014,12,13
26798,2014-12-13,Houston Sam Houston,65.0,Spring Westfield,53.0,2014,12,13
26799,2014-12-13,Fort Bend Clements,60.0,Galveston Ball,66.0,2014,12,13
26800,2014-12-13,Wall,59.0,Tomball,53.0,2014,12,13
26801,2014-12-13,Baytown Goose Creek Memorial,37.0,Aldine Davis,50.0,2014,12,13
26802,2014-12-13,La Marque,57.0,Houston Wheatley,63.0,2014,12,13
26803,2014-12-13,Houston Eisenhower,51.0,College Station A&M Consolidated,79.0,2014,12,13
26804,2014-12-13,Fort Bend Ridge Point,49.0,Fort Bend Hightower,46.0,2014,12,13
26805,2014-12-13,Galveston Ball,34.0,Arlington Bowie,57.0,2014,12,13
26806,2014-12-13,Fort Bend Travis,51.0,Fort Bend Bush,47.0,2014,12,13
26807,2014-12-13,Dallas Jesuit,50.0,Houston Strake Jesuit,39.0,2014,12,13
26808,2014-12-13,Houston West,79.0,Houston Kashmere,60.0,2014,12,13
26809,2014-12-13,La Marque,71.0,Laredo Cigarroa,48.0,2014,12,13
26810,2014-12-13,San Antonio Holy Cross,52.0,Corpus Christi Incarnate Word,53.0,2014,12,13
26811,2014-12-13,Houston West,51.0,Plano Prestonwood Christian,56.0,2014,12,13
26812,2014-12-13,San Antonio Brennan,39.0,Houston Clear Lake,44.0,2014,12,13
26813,2014-12-13,Lake Jackson Brazosport Christian,44.0,Houston Scarborough,69.0,2014,12,13
26814,2014-12-13,Mission,35.0,Houston Wheatley,51.0,2014,12,13
26815,2014-12-13,Danbury,18.0,Giddings,30.0,2014,12,13
26816,2014-12-14,Houston Chavez,70.0,El Maton Tidehaven,38.0,2014,12,14
26817,2014-12-14,Houston Chavez,53.0,Victoria East,55.0,2014,12,14
26818,2014-12-15,Horizon Crocs (Australia),23.0,Cibolo Steele,100.0,2014,12,15
26819,2014-12-15,San Antonio St. Gerard,60.0,San Antonio Hawkins,46.0,2014,12,15
26820,2014-12-15,Rosenberg Terry,76.0,Katy,39.0,2014,12,15
26821,2014-12-15,Houston Cypress Creek,43.0,Conroe,46.0,2014,12,15
26822,2014-12-15,Humble,34.0,Katy Morton Ranch,55.0,2014,12,15
26823,2014-12-15,New Caney,34.0,Humble,84.0,2014,12,15
26824,2014-12-15,Klein,40.0,La Porte,63.0,2014,12,15
26825,2014-12-15,Klein,46.0,Stratford,51.0,2014,12,15
26826,2014-12-15,New Caney,54.0,Galena Park,50.0,2014,12,15
26827,2014-12-15,Brookshire Royal,53.0,Houston Wheatley,101.0,2014,12,15
26828,2014-12-15,League City Clear Creek,57.0,Galveston Ball,55.0,2014,12,15
26829,2014-12-15,Smithson Valley,70.0,San Antonio Reagan,65.0,2014,12,15
26830,2014-12-15,Houston West,59.0,Dickinson,71.0,2014,12,15
26831,2014-12-15,San Antonio Roosevelt,55.0,San Antonio Jay,60.0,2014,12,15
26832,2014-12-15,San Antonio Madison,58.0,San Antonio Stevens,56.0,2014,12,15
26833,2014-12-15,Uvalde,39.0,San Angelo Central,66.0,2014,12,15
26834,2014-12-15,Corpus Christi Carroll,67.0,McAllen Rowe,46.0,2014,12,15
26835,2014-12-15,Fort Bend Dulles,55.0,Alief Taylor,62.0,2014,12,15
26836,2014-12-15,Alief Hastings,41.0,Fort Bend Kempner,64.0,2014,12,15
26837,2014-12-15,San Antonio Warren,94.0,San Antonio Lee,73.0,2014,12,15
26838,2014-12-15,Houston Aldine,43.0,Houston Chavez,81.0,2014,12,15
26839,2014-12-15,Humble,85.0,Friendswood Clear Brook,69.0,2014,12,15
26840,2014-12-15,Katy,72.0,Houston Spring Woods,55.0,2014,12,15
26841,2014-12-15,Fort Bend Travis,66.0,Fort Bend Austin,56.0,2014,12,15
26842,2014-12-15,Houston C.E. King,77.0,Mont Belvieu Barbers Hill,45.0,2014,12,15
26843,2014-12-15,Boerne,43.0,Blanco,51.0,2014,12,15
26844,2014-12-15,Magnolia,40.0,Willis,57.0,2014,12,15
26845,2014-12-15,Houston Washington,44.0,League City Clear Springs,76.0,2014,12,15
26846,2014-12-15,San Antonio Johnson,71.0,San Antonio Brandeis,89.0,2014,12,15
26847,2014-12-15,San Antonio Churchill,48.0,San Antonio Brennan,60.0,2014,12,15
26848,2014-12-15,San Antonio Clark,54.0,San Antonio MacArthur,59.0,2014,12,15
26849,2014-12-16,Pasadena,63.0,Pearland,49.0,2014,12,16
26850,2014-12-16,Eagle Pass,44.0,Carrizo Springs,43.0,2014,12,16
26851,2014-12-16,Columbus,39.0,Edna,52.0,2014,12,16
26852,2014-12-16,Sabinal,59.0,Junction,36.0,2014,12,16
26853,2014-12-16,Pasadena,44.0,Pearland Dawson,75.0,2014,12,16
26854,2014-12-16,Dayton,36.0,Humble Kingwood Park,34.0,2014,12,16
26855,2014-12-16,Tomball,68.0,Klein Collins,66.0,2014,12,16
26856,2014-12-16,Manvel,69.0,Pasadena,45.0,2014,12,16
26857,2014-12-16,Houston Cy-Fair,70.0,Conroe Oak Ridge,64.0,2014,12,16
26858,2014-12-16,Spring,66.0,Houston Nimitz,54.0,2014,12,16
26859,2014-12-16,Center,35.0,Nueces Canyon,48.0,2014,12,16
26860,2014-12-16,Baytown Sterling,65.0,Clute Brazoswood,78.0,2014,12,16
26861,2014-12-16,San Antonio Wagner,52.0,San Antonio Taft,66.0,2014,12,16
26862,2014-12-16,Santa Fe,51.0,Sweeny,60.0,2014,12,16
26863,2014-12-16,Houston Scarborough,84.0,Houston Lee,30.0,2014,12,16
26864,2014-12-16,Laredo Martin,60.0,Crystal City,44.0,2014,12,16
26865,2014-12-16,Gonzales,37.0,Sealy,63.0,2014,12,16
26866,2014-12-16,Pleasanton,60.0,Canyon Lake,78.0,2014,12,16
26867,2014-12-16,San Marcos,65.0,San Antonio Alamo Heights,64.0,2014,12,16
26868,2014-12-16,Boerne,44.0,Kerrville Tivy,49.0,2014,12,16
26869,2014-12-16,Kenedy,44.0,San Antonio Stacey,68.0,2014,12,16
26870,2014-12-16,Marion,55.0,Weimar,25.0,2014,12,16
26871,2014-12-16,San Antonio Sam Houston,58.0,San Antonio McCollum,61.0,2014,12,16
26872,2014-12-16,San Antonio Highlands,52.0,San Antonio Edison,31.0,2014,12,16
26873,2014-12-16,San Antonio Fox Tech,41.0,San Antonio Southside,92.0,2014,12,16
26874,2014-12-16,San Antonio Jefferson,45.0,San Antonio Lanier,71.0,2014,12,16
26875,2014-12-16,Seguin,76.0,San Antonio Memorial,47.0,2014,12,16
26876,2014-12-16,Yorktown,24.0,Nixon-Smiley,87.0,2014,12,16
26877,2014-12-16,Comfort,46.0,D'Hanis,31.0,2014,12,16
26878,2014-12-16,Lockhart,53.0,Floresville,48.0,2014,12,16
26879,2014-12-16,San Antonio Holmes,61.0,New Braunfels,65.0,2014,12,16
26880,2014-12-16,Ingram Moore,54.0,Bandera,63.0,2014,12,16
26881,2014-12-16,Jarrell,51.0,Little River Academy,39.0,2014,12,16
26882,2014-12-16,Devine,55.0,San Antonio Brooks Academy,48.0,2014,12,16
26883,2014-12-16,Spring,51.0,Houston Eisenhower,50.0,2014,12,16
26884,2014-12-16,Klein,57.0,Conroe The Woodlands,72.0,2014,12,16
26885,2014-12-16,Richmond Foster,72.0,Bay City,68.0,2014,12,16
26886,2014-12-16,Wharton,83.0,West Columbia Columbia,80.0,2014,12,16
26887,2014-12-16,Smithville,57.0,Schulenburg,66.0,2014,12,16
26888,2014-12-16,Natalia,53.0,Poteet,47.0,2014,12,16
26889,2014-12-16,Conroe,59.0,Huntsville,63.0,2014,12,16
26890,2014-12-16,Yoakum,41.0,Poth,67.0,2014,12,16
26891,2014-12-16,Houston Furr,55.0,Houston MacArthur,80.0,2014,12,16
26892,2014-12-16,Richmond George Ranch,59.0,Baytown Goose Creek Memorial,48.0,2014,12,16
26893,2014-12-16,Bellville,38.0,East Bernard,40.0,2014,12,16
26894,2014-12-16,La Vernia,58.0,Somerset,64.0,2014,12,16
26895,2014-12-16,Universal City Randolph,63.0,Hondo,39.0,2014,12,16
26896,2014-12-16,Medina,44.0,Pearsall,22.0,2014,12,16
26897,2014-12-16,Wimberley,63.0,Luling,57.0,2014,12,16
26898,2014-12-16,San Saba,54.0,Early,45.0,2014,12,16
26899,2014-12-16,Thorndale,59.0,Lago Vista,47.0,2014,12,16
26900,2014-12-16,San Antonio Harlan,46.0,San Antonio Brackenridge,67.0,2014,12,16
26901,2014-12-17,Spring,51.0,Houston Eisenhower,50.0,2014,12,17
26902,2014-12-17,San Antonio East Central,70.0,San Antonio O'Connor,71.0,2014,12,17
26903,2014-12-18,Falls City,74.0,Ben Bolt,38.0,2014,12,18
26904,2014-12-18,Kenedy,39.0,Ingleside,43.0,2014,12,18
26905,2014-12-18,San Antonio CASA,58.0,San Marcos Hill Country,27.0,2014,12,18
26906,2014-12-18,Austin Eastside Memorial,35.0,San Antonio St. Gerard,37.0,2014,12,18
26907,2014-12-18,Pleasanton,69.0,Falls City,77.0,2014,12,18
26908,2014-12-18,Mathis,57.0,Kenedy,60.0,2014,12,18
26909,2014-12-18,Houston Worthing,52.0,Houston Chavez,58.0,2014,12,18
26910,2014-12-18,Houston Sam Houston,89.0,Houston Kashmere,41.0,2014,12,18
26911,2014-12-18,Bellville,35.0,Houston Scarborough,57.0,2014,12,18
26912,2014-12-18,"Cranbrook (Sydney, Australia)",35.0,Baytown Lee,60.0,2014,12,18
26913,2014-12-18,Weimar,27.0,Houston Scarborough,74.0,2014,12,18
26914,2014-12-18,New Waverly,45.0,Bellville,47.0,2014,12,18
26915,2014-12-18,Houston West,61.0,Houston Davis,41.0,2014,12,18
26916,2014-12-18,Houston Wheatley,75.0,Houston Westbury,59.0,2014,12,18
26917,2014-12-18,Houston Sterling,70.0,Houston Austin,44.0,2014,12,18
26918,2014-12-18,Houston Madison,53.0,Pasadena Rayburn,65.0,2014,12,18
26919,2014-12-18,Houston Waltrip,84.0,Houston Kashmere,80.0,2014,12,18
26920,2014-12-18,Houston North Forest,88.0,Houston Furr,38.0,2014,12,18
26921,2014-12-18,Houston Milby,46.0,Houston Waltrip,41.0,2014,12,18
26922,2014-12-18,Houston Scarborough,58.0,Bellville,35.0,2014,12,18
26923,2014-12-18,Houston Lamar,71.0,Fort Bend Willowridge,53.0,2014,12,18
26924,2014-12-18,Caldwell,63.0,Hempstead,82.0,2014,12,18
26925,2014-12-19,Falls City,53.0,Beeville Jones,58.0,2014,12,19
26926,2014-12-19,Kenedy,36.0,Yorktown,56.0,2014,12,19
26927,2014-12-19,Pearsall,45.0,San Antonio Fox Tech,52.0,2014,12,19
26928,2014-12-19,Pearsall,66.0,San Antonio Brooks Academy,37.0,2014,12,19
26929,2014-12-19,Laredo St. Augustine,43.0,San Antonio Christian,78.0,2014,12,19
26930,2014-12-19,San Antonio Brackenridge,70.0,San Antonio Lanier,73.0,2014,12,19
26931,2014-12-19,Houston West,70.0,Houston Furr,48.0,2014,12,19
26932,2014-12-19,Houston Davis,58.0,Houston Kashmere,79.0,2014,12,19
26933,2014-12-19,New Waverly,31.0,Houston Scarborough,60.0,2014,12,19
26934,2014-12-19,Pasadena,65.0,Manvel,66.0,2014,12,19
26935,2014-12-19,Magnolia,64.0,Tomball,60.0,2014,12,19
26936,2014-12-19,League City Clear Creek,70.0,Houston Cypress Woods,60.0,2014,12,19
26937,2014-12-19,Shepherd,40.0,Mont Belvieu Barbers Hill,43.0,2014,12,19
26938,2014-12-19,Katy,42.0,Montgomery,35.0,2014,12,19
26939,2014-12-19,Houston Memorial,54.0,Houston Aldine,40.0,2014,12,19
26940,2014-12-19,Spring,38.0,Humble Kingwood,32.0,2014,12,19
26941,2014-12-19,Rosenberg Lamar Consolidated,54.0,Katy,42.0,2014,12,19
26942,2014-12-19,Conroe,62.0,Houston Cy-Fair,56.0,2014,12,19
26943,2014-12-19,Humble,44.0,New Caney,58.0,2014,12,19
26944,2014-12-19,Houston Stratford,47.0,Brenham,57.0,2014,12,19
26945,2014-12-19,Pearland,47.0,Pearland,40.0,2014,12,19
26946,2014-12-19,Houston Northbrook,47.0,Houston MacArthur,74.0,2014,12,19
26947,2014-12-19,Galena Park,74.0,Beaumont West Brook,53.0,2014,12,19
26948,2014-12-19,Fort Bend Austin,63.0,Alief Elsik,59.0,2014,12,19
26949,2014-12-19,Van Vleck,64.0,Edna,54.0,2014,12,19
26950,2014-12-19,Alvin,73.0,Pasadena Memorial,76.0,2014,12,19
26951,2014-12-19,Galveston Ball,44.0,La Marque,52.0,2014,12,19
26952,2014-12-19,Conroe,46.0,Klein Oak,29.0,2014,12,19
26953,2014-12-19,Fort Bend Marshall,60.0,Rosenberg Terry,67.0,2014,12,19
26954,2014-12-19,Houston Sterling,61.0,Houston Bellaire,53.0,2014,12,19
26955,2014-12-19,Houston Chavez,57.0,Houston North Forest,66.0,2014,12,19
26956,2014-12-19,Houston Bellaire,60.0,Houston Chavez,56.0,2014,12,19
26957,2014-12-19,Houston North Forest,45.0,Houston Sterling,66.0,2014,12,19
26958,2014-12-19,Klein,42.0,Conroe Oak Ridge,32.0,2014,12,19
26959,2014-12-19,Corpus Christi Incarnate Word,30.0,San Antonio Central Catholic,68.0,2014,12,19
26960,2014-12-19,Aggieland Homeschool,60.0,Bellville,49.0,2014,12,19
26961,2014-12-19,Devine,56.0,Marion,72.0,2014,12,19
26962,2014-12-19,San Antonio Holy Cross,36.0,San Antonio Antonian,80.0,2014,12,19
26963,2014-12-19,Sweeny,49.0,Lake Jackson Brazosport Christian,40.0,2014,12,19
26964,2014-12-19,Harper,57.0,Leakey,29.0,2014,12,19
26965,2014-12-19,Friendswood,42.0,Katy Cinco Ranch,58.0,2014,12,19
26966,2014-12-19,Huntington,50.0,Caldwell,48.0,2014,12,19
26967,2014-12-19,Columbus,41.0,La Grange,52.0,2014,12,19
26968,2014-12-19,Houston Worthing,73.0,Houston Furr,61.0,2014,12,19
26969,2014-12-19,League City Clear Spring,54.0,Fort Bend Ridge Point,61.0,2014,12,19
26970,2014-12-19,Houston Jersey Village,76.0,Katy Mayde Creek,78.0,2014,12,19
26971,2014-12-19,Angleton,64.0,Bay City,47.0,2014,12,19
26972,2014-12-19,Houston Cypress Ridge,49.0,Klein Forest,77.0,2014,12,19
26973,2014-12-19,Austin St. Michael's,55.0,Navarro,65.0,2014,12,19
26974,2014-12-19,Blanco,70.0,San Antonio Lutheran,68.0,2014,12,19
26975,2014-12-19,Aldine Davis,51.0,Houston Nimitz,62.0,2014,12,19
26976,2014-12-19,Galena Park,68.0,New Caney Porter,58.0,2014,12,19
26977,2014-12-19,Baytown Goose Creek Memorial,60.0,Huffman Hargrave,57.0,2014,12,19
26978,2014-12-19,Anderson-Shiro,54.0,Houston Scarborough,59.0,2014,12,19
26979,2014-12-19,San Antonio Alamo Heights,56.0,Seguin,62.0,2014,12,19
26980,2014-12-19,Kerrville Tivy,52.0,Lockhart,46.0,2014,12,19
26981,2014-12-19,Universal City Randolph,67.0,Nixon-Smiley,58.0,2014,12,19
26982,2014-12-19,San Antonio Highlands,65.0,San Antonio Harlandale,56.0,2014,12,19
26983,2014-12-19,Floresville,72.0,San Marcos,75.0,2014,12,19
26984,2014-12-19,Comfort,30.0,San Antonio Stacey,36.0,2014,12,19
26985,2014-12-19,Fort Bend Kemp,53.0,Fort Bend Dulles,48.0,2014,12,19
26986,2014-12-19,Fort Bend Hightower,60.0,Alief Hastings,38.0,2014,12,19
26987,2014-12-19,San Antonio Warren,60.0,New Braunfels,51.0,2014,12,19
26988,2014-12-19,San Antonio O'Connor,54.0,San Antonio Wagner,38.0,2014,12,19
26989,2014-12-19,San Antonio Stevens,66.0,Converse Judson,73.0,2014,12,19
26990,2014-12-19,San Antonio Kennedy,29.0,Boerne Champion,53.0,2014,12,19
26991,2014-12-19,Medina,31.0,Bandera,44.0,2014,12,19
26992,2014-12-19,Cibolo Steele,51.0,San Antonio MacArthur,64.0,2014,12,19
26993,2014-12-19,San Antonio McCollum,50.0,San Antonio Burbank,55.0,2014,12,19
26994,2014-12-19,Fort Bend Elkins,66.0,Houston Cypress Lakes,70.0,2014,12,19
26995,2014-12-19,Spring,46.0,Fort Bend Bush,49.0,2014,12,19
26996,2014-12-19,League City Clear Falls,53.0,Katy Seven Lakes,58.0,2014,12,19
26997,2014-12-19,Deer Park,51.0,La Porte,66.0,2014,12,19
26998,2014-12-19,Houston Cypress Ranch,63.0,Katy Tompkins,47.0,2014,12,19
26999,2014-12-19,Crosby,37.0,Dayton,50.0,2014,12,19
27000,2014-12-19,Houston Cypress Spring,49.0,Conroe The Woodlands,68.0,2014,12,19
27001,2014-12-19,Fort Bend Clements,65.0,Fort Bend Travis,70.0,2014,12,19
27002,2014-12-19,Humble,57.0,Houston C.E. King,59.0,2014,12,19
27003,2014-12-19,Houston Strake Jesuit,55.0,Houston Langham Creek,45.0,2014,12,19
27004,2014-12-19,New Braunfels,49.0,South San Antonio,57.0,2014,12,19
27005,2014-12-19,Natalia,36.0,Stockdale,56.0,2014,12,19
27006,2014-12-19,Canyon,48.0,Boerne,71.0,2014,12,19
27007,2014-12-19,Llano,33.0,Fredericksburg,68.0,2014,12,19
27008,2014-12-19,Uvalde,63.0,Hondo,50.0,2014,12,19
27009,2014-12-19,Luling,36.0,Yoakum,53.0,2014,12,19
27010,2014-12-19,Corpus Christi Carroll,75.0,Aransas Pass,60.0,2014,12,19
27011,2014-12-19,Tomball,51.0,Waller,39.0,2014,12,19
27012,2014-12-19,Magnolia,60.0,Houston Spring Woods,30.0,2014,12,19
27013,2014-12-19,Houston St. Pius X,57.0,Houston Eisenhower,60.0,2014,12,19
27014,2014-12-19,SATCH,57.0,Houston Northland Christian,50.0,2014,12,19
27015,2014-12-19,Carrizo Spring,40.0,Crystal City,44.0,2014,12,19
27016,2014-12-19,East Bernard,50.0,Sealy,42.0,2014,12,19
27017,2014-12-19,Liberty,77.0,Smithville,43.0,2014,12,19
27018,2014-12-19,Poth,50.0,La Vernia,69.0,2014,12,19
27019,2014-12-19,Wimberley,65.0,Austin St. Dominic Savio,63.0,2014,12,19
27020,2014-12-19,Lago Vista,64.0,Granger,48.0,2014,12,19
27021,2014-12-19,San Antonio Jefferson,49.0,San Antonio Sam Houston,40.0,2014,12,19
27022,2014-12-19,Rocksprings,46.0,Junction,58.0,2014,12,19
27023,2014-12-19,Liberty,77.0,Smithville,45.0,2014,12,19
27024,2014-12-20,Falls City,47.0,George West,44.0,2014,12,20
27025,2014-12-20,Kenedy,50.0,Palacios,45.0,2014,12,20
27026,2014-12-20,Pearsall,53.0,Cotulla,50.0,2014,12,20
27027,2014-12-20,Weimar,34.0,Bellville,66.0,2014,12,20
27028,2014-12-20,Anderson-Shiro,27.0,Bellville,47.0,2014,12,20
27029,2014-12-20,Santa Fe,35.0,Caldwell,48.0,2014,12,20
27030,2014-12-20,Aggieland Homeschool,49.0,Houston Scarborough,37.0,2014,12,20
27031,2014-12-20,Smithson Valley,47.0,San Antonio Holmes,67.0,2014,12,20
27032,2014-12-20,San Antonio Brooks Academy,32.0,San Antonio Fox Tech,33.0,2014,12,20
27033,2014-12-20,San Antonio Marshall,52.0,San Antonio Churchill,63.0,2014,12,20
27034,2014-12-20,San Antonio Southwest,50.0,San Antonio Taft,58.0,2014,12,20
27035,2014-12-20,Houston Sam Houston,63.0,Houston Sterling,56.0,2014,12,20
27036,2014-12-20,Pasadena,46.0,Houston Sam Houston,60.0,2014,12,20
27037,2014-12-20,Houston Davis,58.0,Houston Madison,65.0,2014,12,20
27038,2014-12-20,Houston Madison,78.0,Houston Worthing,41.0,2014,12,20
27039,2014-12-20,Houston St. Thomas,70.0,Houston Kinkaid,75.0,2014,12,20
27040,2014-12-20,San Antonio Central Catholic,53.0,San Antonio Brandeis,68.0,2014,12,20
27041,2014-12-20,San Antonio Clark,67.0,San Antonio Reagan,65.0,2014,12,20
27042,2014-12-20,San Antonio Jay,66.0,San Antonio Antonian,62.0,2014,12,20
27043,2014-12-20,Liberty,49.0,Dayton,73.0,2014,12,20
27044,2014-12-20,New Waverly,63.0,Caldwell,67.0,2014,12,20
27045,2014-12-20,Corpus Christi John Paul II,51.0,San Antonio TMI,59.0,2014,12,20
27046,2014-12-20,Schertz Clemens,64.0,San Antonio Brennan,68.0,2014,12,20
27047,2014-12-20,San Antonio East Central,90.0,San Antonio Lee,73.0,2014,12,20
27048,2014-12-20,Houston Northland Christian,50.0,Conroe The Woodlands Christian,43.0,2014,12,20
27049,2014-12-20,San Antonio Edison,75.0,San Antonio Johnson,80.0,2014,12,20
27050,2014-12-20,Huntington,54.0,Houston Scarborough,61.0,2014,12,20
27051,2014-12-22,Nordheim,37.0,Kenedy,46.0,2014,12,22
27052,2014-12-22,Magnolia,55.0,Wharton,62.0,2014,12,22
27053,2014-12-22,Altair Rice,51.0,El Campo,64.0,2014,12,22
27054,2014-12-22,Laredo United,46.0,Schertz Clemens,86.0,2014,12,22
27055,2014-12-22,San Antonio Fox Tech,47.0,Navarro,73.0,2014,12,22
27056,2014-12-22,Falls City,49.0,Stockdale,34.0,2014,12,22
27057,2014-12-23,Fort Bend Dulles,31.0,Fort Bend Hightower,53.0,2014,12,23
27058,2014-12-23,Alief Hastings,39.0,Fort Bend Austin,36.0,2014,12,23
27059,2014-12-23,Alief Taylor,48.0,Fort Bend Kempner,51.0,2014,12,23
27060,2014-12-23,Hitchcock,51.0,El Campo,70.0,2014,12,23
27061,2014-12-23,Alief Elsik,71.0,Fort Bend Clements,62.0,2014,12,23
27062,2014-12-23,Conroe,50.0,Tomball,48.0,2014,12,23
27063,2014-12-23,Channelview,72.0,Brookshire Royal,52.0,2014,12,23
27064,2014-12-27,Spring,51.0,Fort Bend Elkins,57.0,2014,12,27
27065,2014-12-27,Humble,62.0,Houston Cypress Falls,49.0,2014,12,27
27066,2014-12-27,San Antonio Christian,66.0,Eagle Pass,40.0,2014,12,27
27067,2014-12-27,League City Clear Spring,46.0,Rosenberg Terry,63.0,2014,12,27
27068,2014-12-27,Deer Park,40.0,Humble Atascocita,76.0,2014,12,27
27069,2014-12-27,Katy,61.0,Rosenberg Terry,48.0,2014,12,27
27070,2014-12-27,Dickinson,41.0,Stafford,36.0,2014,12,27
27071,2014-12-27,Pasadena,69.0,Houston Sterling,77.0,2014,12,27
27072,2014-12-27,Katy,53.0,Stafford,62.0,2014,12,27
27073,2014-12-27,Fort Bend Bush,67.0,Houston Sterling,57.0,2014,12,27
27074,2014-12-29,San Antonio Stevens,59.0,San Antonio Madison,71.0,2014,12,29
27075,2014-12-29,Corpus Christi Ray,53.0,Aransas Pass,64.0,2014,12,29
27076,2014-12-29,South San Antonio,83.0,Corpus Christi Incarnate Word,39.0,2014,12,29
27077,2014-12-29,San Antonio Cornerstone,48.0,Boerne Champion,71.0,2014,12,29
27078,2014-12-29,Wimberley,60.0,Boerne,57.0,2014,12,29
27079,2014-12-29,Bandera,57.0,Llano,40.0,2014,12,29
27080,2014-12-29,Three Rivers,20.0,Jourdanton,57.0,2014,12,29
27081,2014-12-29,Jarrell,49.0,Pollock Central,35.0,2014,12,29
27082,2014-12-29,Jarrell,58.0,Lago Vista,49.0,2014,12,29
27083,2014-12-29,Schertz John Paul II,72.0,Falls City,43.0,2014,12,29
27084,2014-12-29,New Braunfels,54.0,Uvalde,39.0,2014,12,29
27085,2014-12-29,San Antonio East Central,91.0,Kyle Lehman,51.0,2014,12,29
27086,2014-12-29,Canyon,32.0,Burnet,59.0,2014,12,29
27087,2014-12-29,Lago Vista,53.0,Groesbeck,60.0,2014,12,29
27088,2014-12-29,San Antonio Central Catholic,46.0,Boerne Champion,38.0,2014,12,29
27089,2014-12-29,Hondo,52.0,Mason,33.0,2014,12,29
27090,2014-12-29,Cuero,49.0,Victoria West,53.0,2014,12,29
27091,2014-12-29,San Antonio Holy Cross,41.0,Boerne,47.0,2014,12,29
27092,2014-12-29,Blanco,53.0,Marble Falls Faith Academy,52.0,2014,12,29
27093,2014-12-29,Blanco,45.0,Harper,43.0,2014,12,29
27094,2014-12-29,Ingram Moore,35.0,Fredericksburg,72.0,2014,12,29
27095,2014-12-29,Johnson City,44.0,Comfort,26.0,2014,12,29
27096,2014-12-29,Center,40.0,San Antonio Sunnybrook,83.0,2014,12,29
27097,2014-12-29,Center,31.0,Kerrville Our Lady of the Hills,61.0,2014,12,29
27098,2014-12-29,Eagle Pass,71.0,San Antonio Southwest,79.0,2014,12,29
27099,2014-12-29,Devine,65.0,Dallas Gateway,73.0,2014,12,29
27100,2014-12-29,San Antonio Antonian,56.0,Houston Lutheran South,40.0,2014,12,29
27101,2014-12-29,East Bernard,55.0,Yoakum,39.0,2014,12,29
27102,2014-12-29,San Antonio Holy Cross,54.0,Wimberley,73.0,2014,12,29
27103,2014-12-29,San Antonio TMI,39.0,Pflugerville,54.0,2014,12,29
27104,2014-12-29,Medina,31.0,Liberty Hill,92.0,2014,12,29
27105,2014-12-29,San Antonio Lutheran,59.0,Marble Falls Faith Academy,72.0,2014,12,29
27106,2014-12-29,Poth,50.0,Schulenburg,47.0,2014,12,29
27107,2014-12-29,San Antonio Christian,71.0,San Antonio Stevens,56.0,2014,12,29
27108,2014-12-29,Charlotte,32.0,San Antonio CASA,72.0,2014,12,29
27109,2014-12-29,San Antonio Southside,58.0,San Antonio Southwest,71.0,2014,12,29
27110,2014-12-29,Eagle Pass,72.0,Carrizo Springs,36.0,2014,12,29
27111,2014-12-29,Carrizo Spring,93.0,San Antonio Southside,92.0,2014,12,29
27112,2014-12-29,New Braunfels,53.0,Austin McCallum,49.0,2014,12,29
27113,2014-12-29,Falls City,63.0,D'Hanis,31.0,2014,12,29
27114,2014-12-29,Del Rio,75.0,Austin McCallum,69.0,2014,12,29
27115,2014-12-29,San Antonio CASA,59.0,San Antonio St. Gerard,40.0,2014,12,29
27116,2014-12-29,Round Rock,61.0,San Antonio East Central,87.0,2014,12,29
27117,2014-12-29,Medina,51.0,Lytle,39.0,2014,12,29
27118,2014-12-29,La Grange,65.0,Yoakum,54.0,2014,12,29
27119,2014-12-29,Bandera,60.0,Graham,46.0,2014,12,29
27120,2014-12-29,Poth,58.0,Needville,68.0,2014,12,29
27121,2014-12-29,San Antonio Madison,69.0,San Antonio Christian,68.0,2014,12,29
27122,2014-12-29,San Antonio Lutheran,69.0,Harper,80.0,2014,12,29
27123,2014-12-29,San Antonio Lutheran,101.0,Charlotte,89.0,2014,12,29
27124,2014-12-29,Houston Langham Creek,70.0,San Antonio TMI,58.0,2014,12,29
27125,2014-12-29,Hondo,49.0,Johnson City,40.0,2014,12,29
27126,2014-12-29,San Antonio Central Catholic,48.0,La Vernia,44.0,2014,12,29
27127,2014-12-29,Mason,25.0,Comfort,50.0,2014,12,29
27128,2014-12-29,Conroe,37.0,New Caney,54.0,2014,12,29
27129,2014-12-29,New Caney,75.0,Huntsville,56.0,2014,12,29
27130,2014-12-29,Schertz John Paul II,53.0,Jourdanton,68.0,2014,12,29
27131,2014-12-29,Corpus Christi Ray,74.0,Alice,50.0,2014,12,29
27132,2014-12-29,Santa Fe,61.0,Brookshire Royal,55.0,2014,12,29
27133,2014-12-29,East Bernard,40.0,La Grange,47.0,2014,12,29
27134,2014-12-29,Texas City,54.0,Clute Brazoswood,53.0,2014,12,29
27135,2014-12-29,Houston Kinkaid,53.0,Galveston Ball,58.0,2014,12,29
27136,2014-12-29,Uvalde,52.0,Del Rio,58.0,2014,12,29
27137,2014-12-29,Fort Bend Clements,56.0,Angleton,50.0,2014,12,29
27138,2014-12-29,Houston Madison,70.0,Humble Summer Creek,99.0,2014,12,29
27139,2014-12-29,Houston Reagan,59.0,Houston Cypress Woods,66.0,2014,12,29
