,date,away_team,away_score,home_team,home_score,year,month,day
0,2009-11-03,League City Bay Area Christian,50.0,The Village School,80.0,2009,11,3
1,2009-11-03,SATCH,53.0,Houston Christian,66.0,2009,11,3
2,2009-11-03,Houston Northland Christian,44.0,Houston St. Pius X,71.0,2009,11,3
3,2009-11-03,CHSA,75.0,Northeast Christian,97.0,2009,11,3
4,2009-11-04,Houston Emery/Weiner,91.0,Houston St. Thomas Episcopal,79.0,2009,11,4
5,2009-11-05,HCYA-Green,56.0,Houston St. Pius X,42.0,2009,11,5
6,2009-11-05,Houston St. Thomas,58.0,CHSA,44.0,2009,11,5
7,2009-11-05,Northeast Christian,62.0,HCYA North,67.0,2009,11,5
8,2009-11-05,Katy,40.0,League City Bay Area Christian,82.0,2009,11,5
9,2009-11-06,Houston Cypress Christian,36.0,The Village School,83.0,2009,11,6
10,2009-11-06,Laredo St. Augustine,53.0,San Antonio Antonian,84.0,2009,11,6
11,2009-11-06,Dallas Bishop,54.0,Houston Second Baptist,69.0,2009,11,6
12,2009-11-06,Corpus Christi John Paul II,59.0,Houston Second Baptist,83.0,2009,11,6
13,2009-11-06,Galveston St. Augustine,25.0,Austin St. Michael's,94.0,2009,11,6
14,2009-11-06,Tomball,32.0,Houston St. Thomas,74.0,2009,11,6
15,2009-11-06,Northeast Christian,57.0,Houston St. Pius X,64.0,2009,11,6
16,2009-11-06,Tomball,55.0,Northeast Christian,44.0,2009,11,6
17,2009-11-06,Houston Northland Christian,56.0,Houston Christian,57.0,2009,11,6
18,2009-11-06,Harmony Science,35.0,Tomball Rosehill Christian,82.0,2009,11,6
19,2009-11-07,Houston St. Pius X,45.0,CHSA,41.0,2009,11,7
20,2009-11-07,Austin St. Michael's,63.0,Round Rock Stony Point,70.0,2009,11,7
21,2009-11-07,Houston St. Thomas,43.0,Houston St. Pius X,24.0,2009,11,7
22,2009-11-07,HCYA North,57.0,Tomball Concordia Lutheran,49.0,2009,11,7
23,2009-11-07,Houston Second Baptist,70.0,Austin St. Michael's,63.0,2009,11,7
24,2009-11-07,Houston West,83.0,Austin St. Michael's,34.0,2009,11,7
25,2009-11-07,Tomball,49.0,Houston St. Pius X,44.0,2009,11,7
26,2009-11-07,Dallas Bishop,73.0,San Antonio Antonian,86.0,2009,11,7
27,2009-11-07,HCYA North,51.0,Houston St. Thomas,41.0,2009,11,7
28,2009-11-09,Conroe,45.0,Tomball Rosehill Christian,57.0,2009,11,9
29,2009-11-09,Houston Heights,76.0,Houston Can,69.0,2009,11,9
30,2009-11-09,The Village School,111.0,Katy Faith West Academy,36.0,2009,11,9
31,2009-11-09,Houston Second Baptist,74.0,Houston Emery/Weiner,40.0,2009,11,9
32,2009-11-10,SATCH,62.0,Tomball Concordia Lutheran,69.0,2009,11,10
33,2009-11-10,San Antonio Gateway,35.0,New Braunfels Christian Academy,57.0,2009,11,10
34,2009-11-10,Austin Concordia Academy,64.0,San Antonio Lutheran,87.0,2009,11,10
35,2009-11-10,Houston St. Thomas,64.0,Houston Christian,72.0,2009,11,10
36,2009-11-10,The Village School,58.0,Sugar Land Fort Bend Baptist,74.0,2009,11,10
37,2009-11-10,Castle Hills Baptist,30.0,Boerne Geneva,73.0,2009,11,10
38,2009-11-10,Northeast Christian,85.0,Houston Lutheran North,30.0,2009,11,10
39,2009-11-12,San Antonio Saint Mary's Hall,47.0,San Antonio TMI,51.0,2009,11,12
40,2009-11-12,Houston Awty International,27.0,The Village School,83.0,2009,11,12
41,2009-11-12,Houston West,75.0,Houston Emery/Weiner,30.0,2009,11,12
42,2009-11-12,HCYA North,67.0,Argyle Liberty Christian,62.0,2009,11,12
43,2009-11-12,CHSA,56.0,St. John's,62.0,2009,11,12
44,2009-11-12,Argyle,41.0,Houston Second Baptist,55.0,2009,11,12
45,2009-11-12,San Antonio Antonian,65.0,St. John's,63.0,2009,11,12
46,2009-11-12,Houston St. Thomas,64.0,Houston Northland Christian,34.0,2009,11,12
47,2009-11-12,Houston Lutheran North,53.0,Houston St. Thomas,61.0,2009,11,12
48,2009-11-12,Tomball,50.0,Houston St. Pius X,43.0,2009,11,12
49,2009-11-13,San Antonio Gateway,52.0,San Antonio Lutheran,57.0,2009,11,13
50,2009-11-13,San Antonio Antonian,84.0,Houston HCYA,50.0,2009,11,13
51,2009-11-13,Austin Brentwood Christian,38.0,New Braunfels Christian Academy,60.0,2009,11,13
52,2009-11-13,San Antonio St. Gerard,38.0,New Braunfels Christian Academy,62.0,2009,11,13
53,2009-11-13,San Antonio Believers Academy,40.0,San Antonio Rainbow Hills,46.0,2009,11,13
54,2009-11-13,San Antonio The Winston,34.0,San Marcos Baptist,43.0,2009,11,13
55,2009-11-13,San Marcos,58.0,San Antonio Keystone,69.0,2009,11,13
56,2009-11-13,Episcopal,87.0,Houston St. Thomas Episcopal,66.0,2009,11,13
57,2009-11-13,Houston Christian,78.0,Katy Faith West Academy,18.0,2009,11,13
58,2009-11-13,Houston Clear Lake,34.0,Sugar Land Fort Bend Baptist,91.0,2009,11,13
59,2009-11-14,San Antonio Christian,73.0,San Antonio Saint Mary's Hall,64.0,2009,11,14
60,2009-11-14,San Antonio Antonian,57.0,Houston Second Baptist,68.0,2009,11,14
61,2009-11-14,San Marcos,62.0,New Braunfels Christian Academy,73.0,2009,11,14
62,2009-11-14,San Marcos,64.0,New Braunfels Christian Academy,48.0,2009,11,14
63,2009-11-14,San Antonio Believers Academy,36.0,San Antonio The Winston,34.0,2009,11,14
64,2009-11-14,San Marcos,45.0,San Antonio Gateway,62.0,2009,11,14
65,2009-11-14,San Antonio Rainbow Hills,29.0,San Marcos Baptist,66.0,2009,11,14
66,2009-11-14,San Antonio Keystone,77.0,San Antonio Lutheran,75.0,2009,11,14
67,2009-11-14,San Antonio The Winston,25.0,San Marcos Hill Country,50.0,2009,11,14
68,2009-11-14,San Antonio Believers Academy,39.0,San Antonio Gateway,41.0,2009,11,14
69,2009-11-14,San Antonio Rainbow Hills,64.0,San Antonio Lutheran,61.0,2009,11,14
70,2009-11-14,San Marcos,70.0,San Antonio Keystone,58.0,2009,11,14
71,2009-11-14,St. John's,25.0,Houston St. Thomas,48.0,2009,11,14
72,2009-11-14,HCYA North,56.0,Houston Second Baptist,72.0,2009,11,14
73,2009-11-14,Houston Second Baptist,64.0,Houston St. Thomas,61.0,2009,11,14
74,2009-11-14,San Antonio St. Gerard,62.0,Austin Brentwood Christian,42.0,2009,11,14
75,2009-11-14,San Antonio St. Gerard,58.0,Austin Brentwood Christian,46.0,2009,11,14
76,2009-11-16,Big Spring,18.0,Sabinal,68.0,2009,11,16
77,2009-11-16,San Antonio Jay,42.0,San Antonio MacArthur,58.0,2009,11,16
78,2009-11-16,Alvin,53.0,Pearland Dawson,47.0,2009,11,16
79,2009-11-16,Houston St. Pius X,42.0,Houston Lamar,51.0,2009,11,16
80,2009-11-16,SATCH,59.0,Northeast Christian,64.0,2009,11,16
81,2009-11-16,San Antonio Southwest,56.0,San Antonio Southside,47.0,2009,11,16
82,2009-11-16,San Antonio Brandeis,47.0,San Antonio Johnson,82.0,2009,11,16
83,2009-11-16,Klein,50.0,Conroe Oak Ridge,62.0,2009,11,16
84,2009-11-16,Conroe,70.0,Spring Westfield,51.0,2009,11,16
85,2009-11-16,Sweeny,78.0,Bay City,36.0,2009,11,16
86,2009-11-16,Alief Elsik,67.0,Houston Second Baptist,69.0,2009,11,16
87,2009-11-16,Conroe,49.0,Klein Collins,93.0,2009,11,16
88,2009-11-16,Dickinson,80.0,Houston Yates,142.0,2009,11,16
89,2009-11-16,Beaumont Kelly Catholic,51.0,Beaumont Milburn Academy,61.0,2009,11,16
90,2009-11-16,West,51.0,Vidor,54.0,2009,11,16
91,2009-11-16,Silsbee,87.0,Beaumont Legacy Christian Academy,28.0,2009,11,16
92,2009-11-16,Medina,47.0,Fredericksburg,57.0,2009,11,16
93,2009-11-16,San Antonio Stevens,48.0,San Antonio Reagan,56.0,2009,11,16
94,2009-11-16,San Antonio St. Anthony,42.0,Pleasanton,47.0,2009,11,16
95,2009-11-16,Houston Jones,61.0,Houston St. Thomas,62.0,2009,11,16
96,2009-11-17,San Antonio TMI,55.0,San Antonio Keystone,37.0,2009,11,17
97,2009-11-17,San Antonio Brooks Academy,32.0,San Antonio St. Gerard,60.0,2009,11,17
98,2009-11-17,Hondo,70.0,Bandera,61.0,2009,11,17
99,2009-11-17,New Braunfels,48.0,San Antonio Gateway,28.0,2009,11,17
100,2009-11-17,Round Top-Carmine,51.0,Flatonia,46.0,2009,11,17
101,2009-11-17,Cotulla,65.0,San Antonio Trinity,53.0,2009,11,17
102,2009-11-17,Alief Taylor,54.0,Pearland,73.0,2009,11,17
103,2009-11-17,Magnolia,56.0,Crosby,38.0,2009,11,17
104,2009-11-17,Houston Davis,40.0,Houston Sterling,110.0,2009,11,17
105,2009-11-17,Rosenberg Terry,70.0,Fort Bend Austin,77.0,2009,11,17
106,2009-11-17,The Village School,78.0,Beaumont Kelly Catholic,61.0,2009,11,17
107,2009-11-17,Santa Fe,53.0,Houston Scarborough,48.0,2009,11,17
108,2009-11-17,San Antonio Lee,75.0,San Antonio Burbank,43.0,2009,11,17
109,2009-11-17,Houston Austin,72.0,Houston Cypress Christian,60.0,2009,11,17
110,2009-11-17,Houston Cypress Ranch,49.0,Katy Cinco Ranch,58.0,2009,11,17
111,2009-11-17,Klein,50.0,Houston Stratford,63.0,2009,11,17
112,2009-11-17,San Antonio Highlands,59.0,San Antonio Clark,71.0,2009,11,17
113,2009-11-17,Center,53.0,Leakey,58.0,2009,11,17
114,2009-11-17,Kenedy,53.0,Lytle,46.0,2009,11,17
115,2009-11-17,Ingram Moore,43.0,San Antonio Cole,64.0,2009,11,17
116,2009-11-17,Houston Cypress Falls,52.0,Humble,56.0,2009,11,17
117,2009-11-17,Houston Cy-Fair,64.0,Katy Mayde Creek,68.0,2009,11,17
118,2009-11-17,Houston Milby,67.0,Houston Clear Lake,75.0,2009,11,17
119,2009-11-17,Houston Langham Creek,54.0,Katy Seven Lakes,61.0,2009,11,17
120,2009-11-17,Houston Cypress Spring,66.0,Houston Strake Jesuit,90.0,2009,11,17
121,2009-11-17,Houston Northbrook,56.0,Houston Christian,45.0,2009,11,17
122,2009-11-17,Humble,60.0,Klein Forest,58.0,2009,11,17
123,2009-11-17,Pasadena,53.0,Baytown Sterling,56.0,2009,11,17
124,2009-11-17,Katy,46.0,Richmond Foster,60.0,2009,11,17
125,2009-11-17,Houston North Forest,59.0,Fort Bend Marshall,90.0,2009,11,17
126,2009-11-17,Lufkin,49.0,Huntsville,74.0,2009,11,17
127,2009-11-17,Houston Cypress Lakes,67.0,Spring DeKaney,68.0,2009,11,17
128,2009-11-17,Houston Cypress Woods,61.0,Conroe Woodlands College Park,51.0,2009,11,17
129,2009-11-17,Galena Park,66.0,Houston Eisenhower,46.0,2009,11,17
130,2009-11-17,Houston C.E. King,55.0,Channelview,31.0,2009,11,17
131,2009-11-17,San Antonio O'Connor,39.0,Uvalde,40.0,2009,11,17
132,2009-11-17,Sugar Land Fort Bend Baptist,81.0,Episcopal,71.0,2009,11,17
133,2009-11-17,Tomball,70.0,Magnolia West,49.0,2009,11,17
134,2009-11-17,Houston Jersey Village,49.0,Houston Spring Woods,46.0,2009,11,17
135,2009-11-17,Humble,37.0,Fort Bend Elkins,45.0,2009,11,17
136,2009-11-17,San Antonio Saint Mary's Hall,68.0,San Antonio Stacey,60.0,2009,11,17
137,2009-11-17,Jourdanton,64.0,McMullen County,63.0,2009,11,17
138,2009-11-17,Boerne,75.0,Gonzales,64.0,2009,11,17
139,2009-11-17,Austin Travis,80.0,Kyle Lehman,37.0,2009,11,17
140,2009-11-17,Boerne,47.0,Castle Hills Baptist,24.0,2009,11,17
141,2009-11-17,League City Clear Creek,60.0,Friendswood,53.0,2009,11,17
142,2009-11-17,CHSA,55.0,St. John's,57.0,2009,11,17
143,2009-11-17,Fort Bend Dulles,59.0,Pasadena Memorial,44.0,2009,11,17
144,2009-11-17,Houston Nimitz,71.0,Spring,74.0,2009,11,17
145,2009-11-17,Angleton,51.0,Friendswood Clear Brook,100.0,2009,11,17
146,2009-11-17,Beaumont West,35.0,Houston Westbury Christian,58.0,2009,11,17
147,2009-11-17,Katy,59.0,Houston Cypress Creek,61.0,2009,11,17
148,2009-11-17,La Marque,71.0,Fort Bend Bush,67.0,2009,11,17
149,2009-11-17,Big Sandy,62.0,Jasper,83.0,2009,11,17
150,2009-11-17,Lumberton,69.0,Kountze,107.0,2009,11,17
151,2009-11-17,Port Neches-Groves,48.0,Bridge City,40.0,2009,11,17
152,2009-11-17,Galena Park,58.0,Texas City,55.0,2009,11,17
153,2009-11-17,Fort Bend Clements,37.0,Houston Memorial,47.0,2009,11,17
154,2009-11-17,Manvel,65.0,Baytown Goose Creek Memorial,58.0,2009,11,17
155,2009-11-17,League City Clear Spring,37.0,Humble Kingwood Park,52.0,2009,11,17
156,2009-11-17,Houston West,63.0,Houston Kashmere,45.0,2009,11,17
157,2009-11-17,Houston Worthing,98.0,Houston Lee,71.0,2009,11,17
158,2009-11-17,Houston Bellaire,91.0,Houston Washington,71.0,2009,11,17
159,2009-11-17,Alief Hastings,45.0,La Porte,56.0,2009,11,17
160,2009-11-17,San Antonio Edison,68.0,San Antonio Antonian,105.0,2009,11,17
161,2009-11-17,San Antonio Alamo Heights,75.0,San Antonio Jefferson,56.0,2009,11,17
162,2009-11-17,San Antonio Taft,72.0,San Antonio Lanier,40.0,2009,11,17
163,2009-11-17,San Antonio Sam Houston,62.0,San Antonio Memorial,56.0,2009,11,17
164,2009-11-17,San Antonio Kennedy,58.0,San Antonio Central Catholic,81.0,2009,11,17
165,2009-11-17,Houston Wheatley,108.0,Houston Sam Houston,78.0,2009,11,17
166,2009-11-17,Baytown Lee,50.0,Houston Reagan,93.0,2009,11,17
167,2009-11-17,San Antonio Marshall,66.0,San Antonio East Central,86.0,2009,11,17
168,2009-11-17,West,49.0,Freeport Brazosport,78.0,2009,11,17
169,2009-11-17,Houston St. Pius X,35.0,Houston Second Baptist,59.0,2009,11,17
170,2009-11-17,Houston MacArthur,71.0,Houston Furr,57.0,2009,11,17
171,2009-11-17,Conroe,64.0,Tomball Rosehill Christian,30.0,2009,11,17
172,2009-11-17,Houston Madison,76.0,Fort Bend Hightower,81.0,2009,11,17
173,2009-11-17,Liberty,51.0,Hamshire-Fannett,54.0,2009,11,17
174,2009-11-17,Houston West,49.0,Houston St. Thomas,47.0,2009,11,17
175,2009-11-17,San Antonio Madison,52.0,San Antonio Wagner,58.0,2009,11,17
176,2009-11-17,Splendora,36.0,Conroe Caney Creek,32.0,2009,11,17
177,2009-11-17,Converse Judson,51.0,San Antonio McCollum,22.0,2009,11,17
178,2009-11-17,San Antonio Harlan,75.0,South San Antonio,70.0,2009,11,17
179,2009-11-17,Port Arthur Memorial,75.0,Beaumont Ozen,56.0,2009,11,17
180,2009-11-17,Seguin,56.0,Smithson Valley,64.0,2009,11,17
181,2009-11-17,San Antonio Lutheran,32.0,Boerne,88.0,2009,11,17
182,2009-11-17,Our Lady of the Hills,83.0,Charlotte,43.0,2009,11,17
183,2009-11-17,Utopia,39.0,Medina,65.0,2009,11,17
184,2009-11-17,Natalia,66.0,Knippa,57.0,2009,11,17
185,2009-11-17,Navarro,61.0,Luling,33.0,2009,11,17
186,2009-11-17,Canyon,34.0,New Braunfels Canyon,67.0,2009,11,17
187,2009-11-17,Schertz Clemens,52.0,Austin Westlake,93.0,2009,11,17
188,2009-11-17,Austin Crockett,48.0,San Marcos,68.0,2009,11,17
189,2009-11-17,Elgin,55.0,Brenham,56.0,2009,11,17
190,2009-11-17,Del Valle,69.0,College Station A&M Consolidated,80.0,2009,11,17
191,2009-11-17,Laredo United,66.0,Laredo Johnson,80.0,2009,11,17
192,2009-11-17,Zapata,28.0,Laredo Martin,93.0,2009,11,17
193,2009-11-17,Laredo Alexander,80.0,San Antonio Gervin Academy,30.0,2009,11,17
194,2009-11-17,Carrizo Spring,47.0,Eagle Pass Winn,49.0,2009,11,17
195,2009-11-17,Crystal City,47.0,Eagle Pass,69.0,2009,11,17
196,2009-11-17,Mont Belvieu Barbers Hill,32.0,Nederland,27.0,2009,11,17
197,2009-11-17,Tomball,66.0,Kinkaid,64.0,2009,11,17
198,2009-11-17,Dayton,27.0,Willis,42.0,2009,11,17
199,2009-11-17,Houston Sharpstown,71.0,Fort Bend Willowridge,67.0,2009,11,17
200,2009-11-17,Wall,23.0,Stafford,81.0,2009,11,17
201,2009-11-17,Fort Bend Travis,59.0,Pasadena,34.0,2009,11,17
202,2009-11-17,Fort Bend Kemp,58.0,Clute Brazoswood,73.0,2009,11,17
203,2009-11-17,Livingston,63.0,New Caney,83.0,2009,11,17
204,2009-11-17,San Antonio Fox Tech,80.0,San Antonio St. Anthony,57.0,2009,11,17
205,2009-11-17,San Antonio Churchill,74.0,San Antonio Warren,45.0,2009,11,17
206,2009-11-17,New Braunfels,56.0,Dripping Springs,61.0,2009,11,17
207,2009-11-17,Corpus Christi West,71.0,Corpus Christi Carroll,64.0,2009,11,17
208,2009-11-17,Nixon-Smiley,49.0,Schulenburg,61.0,2009,11,17
209,2009-11-17,Beeville Jones,85.0,Corpus Christi King,84.0,2009,11,17
210,2009-11-17,Waelder,67.0,La Grange,51.0,2009,11,17
211,2009-11-17,San Antonio Roosevelt,35.0,San Antonio Brackenridge,43.0,2009,11,17
212,2009-11-18,Houston Emery/Weiner,38.0,Houston St. Pius X,70.0,2009,11,18
213,2009-11-18,Cibolo Steele,49.0,Floresville,45.0,2009,11,18
214,2009-11-18,St. John's,48.0,The Village School,55.0,2009,11,18
215,2009-11-18,San Antonio Holmes,37.0,San Antonio Holy Cross,44.0,2009,11,18
216,2009-11-19,San Antonio East Central,95.0,San Antonio Brackenridge,82.0,2009,11,19
217,2009-11-19,San Antonio Jay,68.0,San Antonio Highlands,71.0,2009,11,19
218,2009-11-19,San Antonio Antonian,55.0,San Antonio Clark,92.0,2009,11,19
219,2009-11-19,Keller Central,52.0,San Antonio Marshall,57.0,2009,11,19
220,2009-11-19,Laredo Martin,43.0,San Antonio Churchill,74.0,2009,11,19
221,2009-11-19,San Antonio Johnson,75.0,San Antonio Saint Mary's Hall,26.0,2009,11,19
222,2009-11-19,San Antonio Lee,64.0,San Antonio Holy Cross,48.0,2009,11,19
223,2009-11-19,San Antonio TMI,27.0,San Antonio MacArthur,67.0,2009,11,19
224,2009-11-19,San Antonio Stevens,53.0,San Antonio Roosevelt,57.0,2009,11,19
225,2009-11-19,San Antonio St. Anthony,31.0,San Antonio Holy Cross,52.0,2009,11,19
226,2009-11-19,Boerne,63.0,Houston Christian,51.0,2009,11,19
227,2009-11-19,Houston Clear Lake,42.0,Houston Cypress Christian,43.0,2009,11,19
228,2009-11-19,Houston Waltrip,55.0,Beaumont Ozen,39.0,2009,11,19
229,2009-11-19,Katy,51.0,Houston Strake Jesuit,59.0,2009,11,19
230,2009-11-19,San Antonio Christian,58.0,San Antonio St. Anthony,66.0,2009,11,19
231,2009-11-19,Austin St. Michael's,74.0,San Antonio Holmes,57.0,2009,11,19
232,2009-11-19,San Antonio Saint Mary's Hall,50.0,Corpus Christi Incarnate Word,53.0,2009,11,19
233,2009-11-19,Corpus Christi Pope John Paul II,67.0,Boerne Champion,51.0,2009,11,19
234,2009-11-19,San Antonio Christian,82.0,San Antonio Lee,109.0,2009,11,19
235,2009-11-19,San Antonio Johnson,51.0,Sugar Land Fort Bend Baptist,54.0,2009,11,19
236,2009-11-19,Houston Northland Christian,38.0,Austin St. Michael's,93.0,2009,11,19
237,2009-11-19,Houston Northland Christian,46.0,San Antonio Central Catholic,93.0,2009,11,19
238,2009-11-19,Houston Christian,50.0,Austin Hyde Park,72.0,2009,11,19
239,2009-11-19,Corpus Christi Pope John Paul II,71.0,Austin Hyde Park,60.0,2009,11,19
240,2009-11-19,San Antonio Holmes,50.0,San Antonio Central Catholic,51.0,2009,11,19
241,2009-11-19,Klein,66.0,Richardson JJ Pearce,70.0,2009,11,19
242,2009-11-19,Pasadena,25.0,Spring DeKaney,91.0,2009,11,19
243,2009-11-19,Pasadena,59.0,Houston Westside,72.0,2009,11,19
244,2009-11-19,Pasadena,58.0,Crosby,65.0,2009,11,19
245,2009-11-19,Fort Bend Kemp,46.0,Katy Cinco Ranch,55.0,2009,11,19
246,2009-11-19,Pearland,49.0,Dallas Hillcrest,40.0,2009,11,19
247,2009-11-19,La Porte,58.0,Alief Taylor,65.0,2009,11,19
248,2009-11-19,Bryan,52.0,Katy,62.0,2009,11,19
249,2009-11-19,Humble,61.0,West Monroe,48.0,2009,11,19
250,2009-11-19,Fort Bend Marshall,58.0,Humble Kingwood Park,41.0,2009,11,19
251,2009-11-19,Richards,57.0,Katy Seven Lakes,50.0,2009,11,19
252,2009-11-19,Mansfield,47.0,Fort Bend Bush,63.0,2009,11,19
253,2009-11-19,Pearland,36.0,Houston Bellaire,53.0,2009,11,19
254,2009-11-19,Dickinson,61.0,Humble Atascocita,37.0,2009,11,19
255,2009-11-19,Galena Park,60.0,Smithson Valley,67.0,2009,11,19
256,2009-11-19,Conroe,59.0,Houston Cypress Ridge,48.0,2009,11,19
257,2009-11-19,Tomball,76.0,Houston Cypress Christian,27.0,2009,11,19
258,2009-11-19,Katy,80.0,Rosenberg Lamar Consolidated,69.0,2009,11,19
259,2009-11-19,Spring,61.0,Conroe Oak Ridge,52.0,2009,11,19
260,2009-11-19,Carrollton Prince of Peace,59.0,Houston Clear Lake Christian,34.0,2009,11,19
261,2009-11-19,San Antonio Taft,83.0,Pasadena,47.0,2009,11,19
262,2009-11-19,McAllen,66.0,Pasadena Memorial,37.0,2009,11,19
263,2009-11-19,San Antonio Warren,49.0,Pasadena Dobie,64.0,2009,11,19
264,2009-11-19,Richards,44.0,Pasadena South Houston,43.0,2009,11,19
265,2009-11-19,Houston Chavez,66.0,Pasadena Rayburn,61.0,2009,11,19
266,2009-11-19,Katy,40.0,Channelview,31.0,2009,11,19
267,2009-11-19,Dallas Hillcrest,56.0,Conroe,37.0,2009,11,19
268,2009-11-19,Alief Taylor,39.0,San Antonio Madison,43.0,2009,11,19
269,2009-11-19,Magnolia,42.0,Katy Taylor,46.0,2009,11,19
270,2009-11-19,Tomball,72.0,Carrollton Prince of Peace,52.0,2009,11,19
271,2009-11-19,Houston Lutheran South,71.0,Austin Concordia Academy,35.0,2009,11,19
272,2009-11-19,DeSoto,48.0,Conroe Woodlands College Park,51.0,2009,11,19
273,2009-11-19,Austin West,62.0,Humble,38.0,2009,11,19
274,2009-11-19,Duncanville,49.0,Humble Kingwood Park,37.0,2009,11,19
275,2009-11-19,Alief Elsik,64.0,Richardson Berkner,71.0,2009,11,19
276,2009-11-19,Humble,30.0,Mansfield Summit,47.0,2009,11,19
277,2009-11-19,Houston Bellaire,85.0,Shreveport Huntington,38.0,2009,11,19
278,2009-11-19,Fort Worth North Crowley,96.0,Dickinson,65.0,2009,11,19
279,2009-11-19,Spring,75.0,Galena Park,48.0,2009,11,19
280,2009-11-19,Houston Cypress Lakes,63.0,Lufkin Hudson,59.0,2009,11,19
281,2009-11-19,Houston Yes College Prep-SE,45.0,Houston Heights,57.0,2009,11,19
282,2009-11-19,Livingston,34.0,Northeast Christian,75.0,2009,11,19
283,2009-11-19,The Village School,47.0,Houston St. Thomas,62.0,2009,11,19
284,2009-11-19,Tomball,28.0,East Bernard,29.0,2009,11,19
285,2009-11-19,Spring,62.0,San Antonio Taft,74.0,2009,11,19
286,2009-11-19,Houston West,53.0,McAllen,74.0,2009,11,19
287,2009-11-19,Manvel,56.0,San Antonio Warren,74.0,2009,11,19
288,2009-11-19,Pasadena,54.0,Klein Collins,65.0,2009,11,19
289,2009-11-19,Crosby,41.0,Houston Chavez,38.0,2009,11,19
290,2009-11-19,Channelview,46.0,Fort Bend Kempner,70.0,2009,11,19
291,2009-11-19,Conroe,42.0,Pearland Dawson,69.0,2009,11,19
292,2009-11-19,San Antonio Madison,31.0,La Porte,48.0,2009,11,19
293,2009-11-19,Fort Bend Hightower,43.0,DeSoto,56.0,2009,11,19
294,2009-11-19,West,47.0,Austin Westlake,54.0,2009,11,19
295,2009-11-19,Fort Bend Marshall,61.0,Duncanville,60.0,2009,11,19
296,2009-11-19,Fort Bend Bush,51.0,Humble Kingwood,44.0,2009,11,19
297,2009-11-19,Shreveport Huntington,57.0,Pearland,60.0,2009,11,19
298,2009-11-19,Humble,35.0,Fort Worth North Crowley,65.0,2009,11,19
299,2009-11-19,Smithson Valley,59.0,Spring,69.0,2009,11,19
300,2009-11-19,Pasadena,58.0,Manvel,65.0,2009,11,19
301,2009-11-19,Conroe,64.0,Fort Bend Hightower,49.0,2009,11,19
302,2009-11-20,San Antonio Brackenridge,44.0,San Antonio Stevens,42.0,2009,11,20
303,2009-11-20,San Antonio MacArthur,46.0,San Antonio Clark,61.0,2009,11,20
304,2009-11-20,Houston Northland Christian,49.0,San Antonio Holmes,57.0,2009,11,20
305,2009-11-20,San Antonio Churchill,36.0,San Antonio Marshall,37.0,2009,11,20
306,2009-11-20,San Antonio Johnson,66.0,Corpus Christi Incarnate Word,26.0,2009,11,20
307,2009-11-20,San Antonio St. Anthony,53.0,San Antonio Lee,84.0,2009,11,20
308,2009-11-20,San Antonio East Central,52.0,San Antonio Reagan,61.0,2009,11,20
309,2009-11-20,San Antonio Reagan,68.0,San Antonio Highlands,60.0,2009,11,20
310,2009-11-20,San Antonio East Central,67.0,San Antonio Roosevelt,54.0,2009,11,20
311,2009-11-20,San Antonio Holy Cross,68.0,San Antonio Christian,65.0,2009,11,20
312,2009-11-20,Boerne,64.0,Austin Hyde Park,60.0,2009,11,20
313,2009-11-20,Laredo Martin,48.0,Keller Central,66.0,2009,11,20
314,2009-11-20,San Antonio TMI,34.0,San Antonio Antonian,61.0,2009,11,20
315,2009-11-20,Houston Christian,55.0,Corpus Christi Pope John Paul II,68.0,2009,11,20
316,2009-11-20,San Antonio Saint Mary's Hall,60.0,Sugar Land Fort Bend Baptist,77.0,2009,11,20
317,2009-11-20,San Antonio Central Catholic,78.0,Austin St. Michael's,65.0,2009,11,20
318,2009-11-20,Austin St. Michael's,72.0,Sugar Land Fort Bend Baptist,79.0,2009,11,20
319,2009-11-20,San Antonio Lee,97.0,Boerne Champion,75.0,2009,11,20
320,2009-11-20,Austin Hyde Park,66.0,San Antonio Christian,71.0,2009,11,20
321,2009-11-20,Houston Christian,47.0,San Antonio St. Anthony,58.0,2009,11,20
322,2009-11-20,San Antonio Saint Mary's Hall,64.0,San Antonio Holmes,60.0,2009,11,20
323,2009-11-20,Humble,78.0,Galveston Ball,63.0,2009,11,20
324,2009-11-20,New Braunfels,64.0,San Antonio Keystone,33.0,2009,11,20
325,2009-11-20,New Braunfels,64.0,Boerne Geneva,46.0,2009,11,20
326,2009-11-20,San Antonio Johnson,62.0,San Antonio Central Catholic,56.0,2009,11,20
327,2009-11-20,San Antonio Holy Cross,50.0,Corpus Christi Pope John Paul II,65.0,2009,11,20
328,2009-11-20,Prairie Lea,30.0,San Antonio Sunnybrook,68.0,2009,11,20
329,2009-11-20,Corpus Christi Calallen,40.0,San Antonio Hawkins,58.0,2009,11,20
330,2009-11-20,Austin Royals,57.0,Boerne Geneva,61.0,2009,11,20
331,2009-11-20,Huntington,41.0,Katy Seven Lakes,47.0,2009,11,20
332,2009-11-20,San Antonio Madison,43.0,Humble Kingwood Park,39.0,2009,11,20
333,2009-11-20,Humble,38.0,West Monroe,42.0,2009,11,20
334,2009-11-20,Humble,57.0,Fort Bend Hightower,39.0,2009,11,20
335,2009-11-20,Pasadena,45.0,Manvel,61.0,2009,11,20
336,2009-11-20,Pasadena,63.0,Galena Park,60.0,2009,11,20
